tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
17,83.47,6669.43,4,6,2,Month-to-month,DSL,No,Yes,No,Female,0,No,No,1
70,38.64,1287.45,2,1,3,Month-to-month,Fiber optic,No,Yes,No,Female,1,No,No,1
70,94.94,404.87,3,5,4,Two year,DSL,Yes,No,No,Male,0,Yes,No,0
65,74.57,7043.16,1,8,0,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,0
5,40.41,2587.97,4,5,0,One year,Fiber optic,Yes,Yes,No,Female,0,No,Yes,0
2,49.19,1118.93,4,3,2,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,1
22,94.86,3800.84,2,6,4,One year,DSL,No,No,No,Female,0,No,No,0
57,68.26,4826.62,2,2,1,Month-to-month,Fiber optic,No,Yes,Yes,Female,1,Yes,No,1
66,41.6,344.67,4,4,0,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,0
16,116.73,2271.68,4,0,2,Month-to-month,No,Yes,No,No,Female,0,Yes,No,1
51,91.51,359.12,3,9,0,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,1
39,115.71,3420.65,4,2,0,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,1
40,62.71,7171.29,2,7,0,One year,Fiber optic,Yes,No,Yes,Male,0,No,No,1
38,67.51,7862.95,1,8,2,One year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
60,109.8,5132.68,3,8,2,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,No,0
59,72.5,1376.94,3,9,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
10,90.73,7256.21,4,1,3,Month-to-month,No,Yes,Yes,No,Female,0,Yes,No,1
64,45.22,4178.36,1,3,3,Month-to-month,Fiber optic,No,No,No,Female,1,No,No,0
63,64.67,1314.62,3,4,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,1
49,32.34,7381.64,2,2,4,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,1
64,40.6,6084.01,4,0,2,Month-to-month,DSL,Yes,No,No,Male,0,No,No,0
32,20.09,5880.47,2,5,3,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,Yes,1
7,23.93,5702.53,4,9,4,Two year,No,Yes,Yes,Yes,Male,1,No,No,0
21,117.73,1682.68,3,1,3,Month-to-month,No,No,No,Yes,Male,0,Yes,No,0
20,44.24,1766.95,4,8,3,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,Yes,0
26,86.33,5537.51,1,0,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,1,Yes,No,1
68,103.91,1835.81,2,8,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,1
15,75.07,3565.51,1,6,0,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
14,35.31,6277.81,2,9,0,One year,Fiber optic,No,No,Yes,Male,0,No,No,1
27,92.81,6293.22,2,1,0,Month-to-month,No,Yes,Yes,Yes,Female,0,No,Yes,0
40,80.03,3680.77,4,5,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
58,93.13,6358.3,3,7,3,Two year,DSL,Yes,Yes,Yes,Female,0,No,Yes,0
28,96.97,6725.11,3,1,1,Month-to-month,DSL,No,Yes,No,Male,1,Yes,No,1
26,117.54,5272.73,1,4,2,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,No,1
63,77.36,1904.56,4,5,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,1
66,54.16,2264.69,3,2,2,Month-to-month,No,No,Yes,Yes,Male,0,Yes,No,1
25,84.85,2587.25,2,1,1,One year,No,Yes,No,No,Female,0,No,No,0
3,26.84,1022.75,2,5,0,One year,No,No,Yes,Yes,Male,0,No,No,0
44,109.74,2257.96,4,2,3,Month-to-month,Fiber optic,No,No,No,Female,0,No,Yes,0
42,31.94,1755.2,1,1,3,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,0
6,52.78,3697.1,4,0,0,One year,No,Yes,Yes,Yes,Female,0,No,No,0
39,101.57,7276.66,1,7,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,1,No,Yes,1
52,79.73,925.39,4,0,4,Two year,No,No,Yes,No,Female,0,Yes,Yes,0
23,59.36,5790.12,2,4,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,0
50,67.34,5529.54,4,5,4,One year,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
43,105.45,856.46,3,2,2,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
19,54.0,7388.32,3,6,0,One year,Fiber optic,No,Yes,No,Male,1,Yes,No,0
69,106.96,4590.93,4,1,4,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
51,28.81,2973.43,1,6,1,One year,Fiber optic,No,Yes,Yes,Female,1,Yes,No,0
11,97.68,6076.65,1,1,4,Month-to-month,No,No,Yes,Yes,Female,0,No,Yes,0
12,104.75,2133.19,2,4,2,One year,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,1
8,38.18,5578.73,2,6,1,Month-to-month,DSL,Yes,No,No,Female,0,No,No,0
24,63.03,413.72,1,2,0,One year,Fiber optic,Yes,Yes,Yes,Female,1,Yes,No,0
41,36.55,6731.32,4,3,0,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,0
36,90.66,3640.55,2,0,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
55,73.53,5129.87,1,2,1,One year,Fiber optic,Yes,No,No,Female,0,Yes,No,0
9,83.53,1847.78,1,8,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
47,39.65,5448.88,4,9,4,One year,Fiber optic,Yes,No,No,Female,0,Yes,No,1
15,41.17,6200.7,3,4,4,Two year,DSL,No,Yes,No,Male,1,No,No,0
48,24.15,3838.38,1,7,3,Two year,Fiber optic,No,No,No,Female,0,No,Yes,1
42,52.21,4980.04,2,1,3,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
60,75.97,3704.97,4,2,4,Month-to-month,DSL,No,No,No,Female,0,Yes,Yes,0
70,105.79,7163.32,4,6,2,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,0
12,86.69,4033.17,4,9,3,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,Yes,1
2,63.54,6750.29,3,3,4,Month-to-month,No,No,No,Yes,Male,1,No,No,1
7,115.31,6430.68,3,8,1,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,No,1
3,91.92,3342.99,2,6,3,One year,Fiber optic,Yes,No,Yes,Female,0,No,Yes,1
3,113.02,1917.67,2,0,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
27,72.76,3308.05,4,3,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,0
40,45.89,6627.12,2,9,1,One year,DSL,Yes,No,Yes,Male,0,No,Yes,0
33,25.28,1898.3,1,5,2,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,No,0
1,92.61,4243.05,3,5,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,1
8,32.13,6468.16,4,9,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
32,50.28,2892.47,4,5,1,One year,DSL,Yes,Yes,No,Male,0,No,No,0
48,73.25,5173.46,1,4,2,One year,No,No,Yes,Yes,Female,0,Yes,No,0
4,76.44,2040.49,1,2,0,One year,No,Yes,No,No,Male,0,Yes,No,0
70,80.06,963.31,1,1,3,Month-to-month,DSL,No,Yes,No,Male,0,No,No,0
19,36.63,6375.64,1,2,1,One year,Fiber optic,No,Yes,No,Male,0,Yes,No,0
32,57.97,881.85,4,8,2,One year,DSL,Yes,Yes,Yes,Female,0,No,Yes,0
9,81.72,2243.91,3,2,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
12,116.98,6855.36,3,2,3,Month-to-month,DSL,Yes,Yes,No,Female,0,No,No,0
11,92.76,2837.11,1,0,1,One year,DSL,Yes,Yes,No,Female,0,Yes,No,1
46,112.26,7787.06,2,1,4,Month-to-month,DSL,No,Yes,No,Male,1,No,No,1
16,96.22,7839.9,4,2,4,One year,No,Yes,Yes,No,Female,0,No,No,0
1,79.17,2219.38,3,1,2,Month-to-month,No,Yes,Yes,No,Male,0,No,No,1
63,39.2,423.73,1,7,1,Month-to-month,DSL,No,No,Yes,Female,0,Yes,Yes,0
21,86.67,5670.0,2,5,2,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,Yes,1
30,82.34,3662.79,2,6,0,Month-to-month,DSL,Yes,Yes,No,Male,0,No,Yes,1
13,80.25,895.95,1,0,4,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,Yes,1
34,68.98,5689.43,4,5,0,Two year,No,No,No,Yes,Male,0,No,Yes,0
4,72.87,346.28,3,1,2,Two year,DSL,Yes,Yes,No,Male,0,Yes,No,0
28,53.44,6974.55,2,5,3,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
59,71.93,1195.35,3,2,4,One year,Fiber optic,No,No,No,Female,0,Yes,No,1
27,39.76,1105.76,3,6,3,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
69,100.52,1487.81,2,2,1,One year,Fiber optic,No,No,No,Female,0,Yes,Yes,0
25,38.58,7686.1,1,8,4,Month-to-month,No,Yes,Yes,No,Male,0,Yes,Yes,0
3,28.5,5576.04,2,2,0,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
68,63.62,6430.84,2,6,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,No,1
25,85.83,3241.32,4,3,1,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,1
20,63.77,2756.87,3,7,4,Month-to-month,No,Yes,No,Yes,Male,0,Yes,No,0
34,47.68,1952.42,1,1,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,1
26,75.82,3897.12,3,7,0,Month-to-month,DSL,No,Yes,No,Male,1,No,No,0
5,54.7,4459.45,2,8,4,One year,DSL,Yes,No,Yes,Male,0,Yes,No,0
61,113.29,5091.02,1,7,1,Month-to-month,DSL,Yes,Yes,No,Male,0,No,Yes,1
9,112.26,2131.24,1,5,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
50,70.24,7594.37,1,9,4,Two year,DSL,No,Yes,Yes,Male,0,No,Yes,0
6,52.79,1441.09,1,0,4,Month-to-month,DSL,No,Yes,No,Female,0,No,No,1
60,93.71,7728.66,4,6,4,Two year,DSL,Yes,No,Yes,Female,0,No,No,1
44,23.67,217.36,1,0,4,One year,Fiber optic,Yes,No,No,Female,0,Yes,No,1
11,67.48,3900.89,2,6,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
66,53.63,2733.61,4,1,0,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
47,112.05,3648.07,2,7,2,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,No,0
3,21.2,4608.25,2,1,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
30,75.28,3541.15,3,2,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
21,94.07,3377.29,1,2,3,Month-to-month,No,No,No,No,Male,0,Yes,Yes,1
28,68.5,5888.51,1,0,3,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,0
62,28.54,5518.42,2,4,1,One year,DSL,No,No,Yes,Male,0,Yes,Yes,0
33,117.25,6682.84,1,4,2,Month-to-month,DSL,No,Yes,No,Female,0,Yes,Yes,0
35,71.8,2074.68,4,9,1,One year,DSL,No,No,Yes,Female,0,No,No,0
52,81.42,4915.28,3,4,4,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
34,43.66,4723.04,1,8,1,One year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
41,68.35,3020.93,1,5,1,Month-to-month,No,Yes,No,Yes,Female,0,Yes,No,1
51,62.91,3939.85,4,5,4,One year,DSL,Yes,No,Yes,Female,0,No,No,0
47,27.49,2578.88,3,2,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
58,30.62,1220.57,4,4,4,One year,Fiber optic,No,No,Yes,Female,1,No,No,0
57,103.75,1789.03,2,9,0,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
23,43.98,933.56,2,6,1,Month-to-month,DSL,No,No,No,Male,0,Yes,No,0
48,39.5,5496.25,1,2,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
22,70.49,5319.75,3,1,3,Month-to-month,No,No,Yes,Yes,Male,0,Yes,Yes,0
17,96.87,7609.79,2,4,2,Month-to-month,No,Yes,Yes,Yes,Female,0,No,No,1
69,26.19,5864.46,4,2,4,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
11,77.68,511.16,2,4,2,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,0
15,31.92,7085.54,2,8,0,Month-to-month,Fiber optic,No,No,No,Male,0,No,Yes,1
35,23.65,6915.13,4,9,4,One year,Fiber optic,Yes,Yes,No,Female,1,No,No,1
33,25.27,3602.23,1,0,0,Two year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
16,103.42,4728.32,3,3,0,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
34,31.8,7811.02,1,9,0,One year,No,Yes,Yes,Yes,Male,0,No,No,0
66,24.52,4305.2,4,4,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
40,63.79,7252.04,2,1,4,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,1
28,104.4,756.01,3,1,3,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,Yes,1
47,46.24,1609.31,1,0,1,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,0
39,62.17,3581.96,4,7,2,Two year,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,0
70,23.99,4719.58,2,1,2,Month-to-month,Fiber optic,No,No,No,Female,1,Yes,No,1
20,64.91,6548.2,2,2,0,One year,DSL,No,No,Yes,Female,1,No,No,0
1,77.76,7907.27,1,1,4,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
63,77.09,3171.93,4,3,4,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,1
67,53.24,474.58,2,0,0,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,0
4,51.55,6429.25,2,2,1,One year,Fiber optic,No,No,No,Male,0,No,No,0
58,30.66,4874.61,3,4,2,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,1
25,56.68,1668.49,2,9,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,0
47,29.95,4009.14,1,0,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,0
38,96.66,5964.25,4,3,4,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,0
15,116.63,6186.25,4,5,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
63,117.01,4046.99,3,3,2,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
21,106.51,2511.19,4,6,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
57,80.08,7792.57,1,6,4,Month-to-month,No,Yes,Yes,Yes,Female,0,No,No,0
53,90.09,5340.56,2,5,0,Two year,DSL,Yes,Yes,Yes,Male,0,No,No,0
46,48.52,3325.08,3,8,2,One year,Fiber optic,Yes,No,Yes,Male,0,No,No,1
14,83.08,2315.66,4,1,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,Yes,Yes,0
17,65.56,5875.71,3,9,2,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,1
39,68.2,2013.25,3,7,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,0
9,95.78,1456.51,4,7,0,One year,No,Yes,No,No,Male,0,Yes,Yes,1
6,48.19,4285.69,3,9,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
23,51.8,2390.9,4,3,0,One year,No,No,No,No,Female,0,No,No,0
59,112.46,5068.35,1,5,1,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
46,25.62,1031.72,4,5,3,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,1
38,68.56,5274.03,2,4,1,Two year,DSL,Yes,No,Yes,Female,0,No,No,0
14,111.28,2338.04,4,0,3,Two year,Fiber optic,Yes,Yes,No,Male,1,No,No,0
62,81.04,101.92,2,2,1,Month-to-month,Fiber optic,No,Yes,Yes,Female,1,No,No,1
35,74.64,1102.79,3,6,3,Two year,Fiber optic,Yes,No,No,Male,0,Yes,No,1
19,44.97,7475.56,4,7,0,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
30,54.33,6952.1,2,1,2,One year,DSL,No,Yes,No,Male,0,Yes,Yes,0
25,105.2,1945.51,4,2,2,Two year,Fiber optic,No,No,Yes,Male,0,No,Yes,0
40,75.92,6249.14,4,3,4,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,No,1
14,71.47,4907.72,4,4,3,One year,DSL,Yes,Yes,No,Male,0,Yes,No,0
26,29.96,7770.15,1,2,4,Two year,DSL,No,Yes,No,Male,0,No,No,0
22,21.6,3051.48,2,4,4,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
48,116.37,5483.54,1,7,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
51,57.7,601.93,1,7,2,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,Yes,0
3,80.32,3230.35,2,1,3,One year,DSL,Yes,Yes,No,Female,0,No,No,1
42,27.97,7714.16,4,5,0,One year,DSL,Yes,Yes,Yes,Male,0,No,No,0
19,88.31,4357.95,1,3,4,Month-to-month,No,No,Yes,No,Male,0,No,Yes,0
28,113.26,2374.25,1,8,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
45,77.57,1050.14,1,9,3,Month-to-month,DSL,No,Yes,Yes,Male,1,No,No,1
71,32.61,5657.87,4,1,4,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,No,0
63,78.17,5194.36,1,7,2,Month-to-month,DSL,Yes,Yes,Yes,Female,1,Yes,Yes,0
19,96.63,3054.12,3,0,4,Month-to-month,DSL,No,Yes,No,Female,0,No,No,1
47,60.64,7612.44,2,5,3,One year,No,No,Yes,Yes,Female,0,Yes,No,0
14,107.98,275.4,3,9,2,Month-to-month,No,Yes,Yes,Yes,Female,0,Yes,No,1
38,84.87,2499.42,4,0,2,Two year,Fiber optic,Yes,No,No,Female,1,Yes,No,1
53,109.92,7376.45,1,1,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,0
61,82.35,2635.39,2,2,3,Two year,DSL,Yes,Yes,No,Female,0,Yes,No,0
36,33.13,2092.8,1,8,4,Month-to-month,No,Yes,No,Yes,Male,0,Yes,No,0
40,50.97,4320.34,4,4,0,One year,Fiber optic,No,No,No,Male,0,Yes,No,0
30,40.18,6608.03,2,9,0,Month-to-month,DSL,No,No,Yes,Male,1,Yes,No,0
9,110.88,914.86,3,9,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
64,96.04,7549.86,2,1,4,Month-to-month,No,Yes,Yes,Yes,Female,0,Yes,Yes,0
33,87.64,6381.08,1,9,0,Month-to-month,No,Yes,Yes,Yes,Male,0,No,No,1
52,50.1,1531.88,2,4,1,One year,Fiber optic,Yes,No,No,Male,0,No,No,0
14,38.4,5724.86,4,4,0,Month-to-month,Fiber optic,No,No,Yes,Male,1,No,No,0
53,95.65,3141.17,4,0,4,Two year,DSL,Yes,Yes,No,Male,0,No,No,1
59,67.42,3278.13,2,2,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,1
41,42.58,6287.99,4,4,0,Two year,Fiber optic,Yes,No,Yes,Male,0,Yes,No,0
68,81.66,7706.0,4,8,4,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,0
68,24.03,1100.58,4,9,4,Month-to-month,No,Yes,No,Yes,Female,0,Yes,No,0
8,52.62,3422.98,3,0,1,Month-to-month,No,Yes,No,Yes,Male,0,No,No,1
2,66.86,3899.44,1,7,2,Two year,DSL,No,Yes,Yes,Female,1,No,No,1
41,34.8,3072.86,4,0,4,Month-to-month,No,Yes,No,No,Male,0,Yes,No,1
55,118.47,2969.19,2,8,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
16,40.91,512.92,4,5,2,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
62,33.04,5515.76,3,0,2,Month-to-month,No,No,Yes,Yes,Female,0,No,No,0
48,40.35,3546.09,2,7,3,One year,DSL,Yes,Yes,No,Male,1,No,No,0
30,96.91,1638.87,1,4,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,0
12,62.55,6546.66,2,6,1,One year,DSL,Yes,Yes,No,Male,0,Yes,Yes,0
35,76.54,6440.23,2,6,4,One year,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
11,22.1,3942.49,2,6,0,Two year,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,0
64,23.44,2457.76,2,5,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
50,64.58,5140.93,4,7,1,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,Yes,1
21,101.67,2376.4,1,8,1,Two year,DSL,No,No,No,Female,0,No,No,0
69,108.52,1964.46,4,1,1,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,Yes,1
48,28.67,5871.07,3,6,3,Month-to-month,DSL,No,No,Yes,Female,0,No,No,1
20,73.84,418.57,3,1,0,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
67,111.32,848.67,2,5,4,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,1
44,58.8,153.63,4,1,1,Month-to-month,No,No,Yes,No,Female,0,Yes,No,1
33,102.96,1308.25,4,9,1,Month-to-month,No,Yes,Yes,No,Female,0,No,No,1
61,33.37,645.02,1,5,0,Month-to-month,No,Yes,Yes,Yes,Female,1,No,No,1
9,113.54,7966.84,1,1,1,Month-to-month,DSL,No,Yes,Yes,Female,0,No,Yes,1
68,95.14,2381.6,1,0,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,0
35,114.13,1279.22,4,6,3,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
65,87.66,2003.87,1,2,2,Two year,DSL,No,No,No,Female,0,No,No,0
8,56.34,7495.39,1,3,0,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,No,0
45,113.82,4209.27,1,5,0,One year,Fiber optic,No,No,Yes,Male,0,No,No,0
47,47.56,2982.06,2,4,0,Month-to-month,No,Yes,Yes,No,Female,0,No,Yes,1
40,53.22,6999.79,3,3,3,Two year,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,0
54,90.08,3220.42,3,8,3,Two year,No,Yes,Yes,No,Female,0,No,No,0
46,96.53,2746.57,4,5,4,Two year,DSL,Yes,Yes,Yes,Female,1,No,No,0
47,112.94,1737.53,4,5,3,Two year,DSL,No,Yes,No,Male,0,Yes,Yes,0
15,40.48,3084.59,2,1,0,Month-to-month,No,No,Yes,Yes,Male,0,No,Yes,0
19,99.8,2601.81,3,5,4,One year,DSL,Yes,Yes,Yes,Female,0,Yes,No,0
26,93.85,5450.7,1,6,2,One year,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
52,26.38,2387.7,1,7,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,1
22,58.72,4659.88,4,7,1,Month-to-month,No,No,No,No,Female,0,No,No,0
21,48.28,620.55,3,8,4,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,Yes,0
51,50.45,1611.18,4,9,2,Month-to-month,DSL,No,Yes,No,Male,0,No,No,0
38,118.29,3318.5,4,2,1,Two year,Fiber optic,Yes,No,No,Male,0,Yes,Yes,0
20,84.28,7501.9,1,9,4,One year,Fiber optic,No,No,No,Male,0,No,Yes,1
29,91.77,3080.29,1,6,3,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,1
51,117.66,5346.19,3,6,0,Month-to-month,No,Yes,No,No,Male,0,No,No,0
4,57.72,2115.19,4,0,2,One year,Fiber optic,No,Yes,Yes,Female,0,No,No,0
55,100.18,1103.57,2,7,1,Month-to-month,No,Yes,Yes,No,Female,0,No,Yes,0
71,63.45,562.44,3,3,0,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,0
28,106.95,2512.77,4,4,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,Yes,1
4,38.07,1345.52,3,5,1,Month-to-month,No,Yes,No,Yes,Female,0,No,No,1
22,114.77,1474.68,3,2,0,Month-to-month,Fiber optic,No,No,No,Female,0,No,Yes,0
45,41.88,6110.0,3,4,3,One year,DSL,Yes,No,Yes,Female,0,No,Yes,1
67,52.62,225.12,2,9,2,Month-to-month,No,No,Yes,Yes,Male,1,No,No,0
66,95.62,4506.7,2,4,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
34,59.38,3097.74,1,0,1,One year,No,No,No,Yes,Female,0,Yes,No,0
55,80.82,4101.74,1,2,3,One year,DSL,No,No,Yes,Female,0,Yes,No,0
1,64.46,4546.36,4,2,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
38,94.24,2575.6,3,0,2,One year,No,No,No,No,Female,0,Yes,Yes,0
6,42.83,2431.36,4,6,3,Two year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
25,25.85,5893.87,1,0,1,Two year,DSL,Yes,Yes,No,Male,0,Yes,Yes,0
17,49.99,6983.09,2,6,2,One year,DSL,No,No,Yes,Female,0,Yes,Yes,0
61,67.43,1621.39,1,3,4,One year,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,0
12,36.8,871.19,4,8,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,1
6,55.48,7192.59,1,6,4,One year,Fiber optic,Yes,No,No,Male,0,No,No,0
27,60.0,2864.17,4,4,2,One year,DSL,Yes,Yes,Yes,Female,0,No,No,0
8,25.74,4455.41,4,6,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
65,78.33,2940.39,4,8,3,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,1
57,108.43,1093.84,4,9,0,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
40,35.17,4755.72,1,5,0,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
14,79.78,4248.61,4,0,0,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,No,1
35,86.47,1703.65,4,5,2,Month-to-month,No,No,No,No,Female,0,No,No,1
48,61.93,3669.77,3,0,1,One year,DSL,Yes,No,No,Female,0,No,No,0
56,90.11,6395.89,4,3,2,Month-to-month,Fiber optic,Yes,Yes,No,Male,1,Yes,No,1
49,61.07,4764.37,1,7,1,One year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
13,70.46,865.65,4,4,3,Month-to-month,DSL,No,Yes,No,Female,1,Yes,No,1
61,20.74,4429.37,2,4,3,Month-to-month,Fiber optic,No,No,Yes,Female,1,No,No,1
49,89.17,5651.63,2,9,3,One year,No,Yes,No,Yes,Female,0,No,No,0
46,86.13,6362.36,4,7,3,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,1
